AreaCode,AreaName,AreaType
S01012886,Burnside and Springhall - 05,Data Zones
S01012887,Burnside and Springhall - 06,Data Zones
S01012891,Fernhill and Cathkin - 03,Data Zones
S01012892,Fernhill and Cathkin - 04,Data Zones
S01012890,Fernhill and Cathkin - 02,Data Zones
S01012911,Calderwood West and Nerston - 01,Data Zones
S01012912,Calderwood West and Nerston - 02,Data Zones
S01012909,Calderwood Central - 04,Data Zones
S01012910,Calderwood Central - 05,Data Zones
S01012914,Calderwood West and Nerston - 04,Data Zones
S01012915,Calderwood West and Nerston - 05,Data Zones
S01012913,Calderwood West and Nerston - 03,Data Zones
S01012904,Calderwood East - 04,Data Zones
S01012905,Calderwood East - 05,Data Zones
S01012902,Calderwood East - 02,Data Zones
S01012903,Calderwood East - 03,Data Zones
S01012907,Calderwood Central - 02,Data Zones
S01012908,Calderwood Central - 03,Data Zones
S01012906,Calderwood Central - 01,Data Zones
S01012985,Westwood South - 06,Data Zones
S01012986,Westwood East - 01,Data Zones
S01012983,Westwood South - 04,Data Zones
S01012984,Westwood South - 05,Data Zones
S01012989,Westwood East - 04,Data Zones
S01012990,The Murray - 01,Data Zones
S01012987,Westwood East - 02,Data Zones
S01012988,Westwood East - 03,Data Zones
S01012978,Greenhills - 04,Data Zones
S01012979,Greenhills - 05,Data Zones
S01012976,Greenhills - 02,Data Zones
S01012977,Greenhills - 03,Data Zones
S01012981,Westwood South - 02,Data Zones
S01012982,Westwood South - 03,Data Zones
S01012980,Westwood South - 01,Data Zones
S01013000,"Birniehill, Kelvin and Whitehills East - 06",Data Zones
S01013001,Blane Valley - 01,Data Zones
S01012998,"Birniehill, Kelvin and Whitehills East - 04",Data Zones
S01012999,"Birniehill, Kelvin and Whitehills East - 05",Data Zones
S01013004,Blane Valley - 04,Data Zones
S01013005,Blane Valley - 05,Data Zones
S01013002,Blane Valley - 02,Data Zones
S01013003,Blane Valley - 03,Data Zones
S01012993,The Murray - 04,Data Zones
S01012994,The Murray - 05,Data Zones
S01012991,The Murray - 02,Data Zones
S01012992,The Murray - 03,Data Zones
S01012996,"Birniehill, Kelvin and Whitehills East - 02",Data Zones
S01012997,"Birniehill, Kelvin and Whitehills East - 03",Data Zones
S01012995,"Birniehill, Kelvin and Whitehills East - 01",Data Zones
S01012955,Hairmyres and Westwood West - 03,Data Zones
S01012956,Hairmyres and Westwood West - 04,Data Zones
S01012953,Hairmyres and Westwood West - 01,Data Zones
S01012954,Hairmyres and Westwood West - 02,Data Zones
S01012959,Mossneuk and Newlandsmuir - 02,Data Zones
S01012960,Mossneuk and Newlandsmuir - 03,Data Zones
S01012957,Hairmyres and Westwood West - 05,Data Zones
S01012958,Mossneuk and Newlandsmuir - 01,Data Zones
S01012948,"Thorntonhall, Jackton and Gardenhall - 01",Data Zones
S01012949,"Thorntonhall, Jackton and Gardenhall - 02",Data Zones
S01012946,Stewartfield West - 05,Data Zones
S01012947,Stewartfield West - 06,Data Zones
S01012951,"Thorntonhall, Jackton and Gardenhall - 04",Data Zones
S01012952,"Thorntonhall, Jackton and Gardenhall - 05",Data Zones
S01012950,"Thorntonhall, Jackton and Gardenhall - 03",Data Zones
S01012970,Whitehills West - 01,Data Zones
S01012971,Whitehills West - 02,Data Zones
S01012968,Crosshouse and Lindsayfield - 06,Data Zones
S01012969,Crosshouse and Lindsayfield - 07,Data Zones
S01012974,Whitehills West - 05,Data Zones
S01012975,Greenhills - 01,Data Zones
S01012973,Whitehills West - 04,Data Zones
S01012963,Crosshouse and Lindsayfield - 01,Data Zones
S01012964,Crosshouse and Lindsayfield - 02,Data Zones
S01012961,Mossneuk and Newlandsmuir - 04,Data Zones
S01012962,Mossneuk and Newlandsmuir - 05,Data Zones
S01012966,Crosshouse and Lindsayfield - 04,Data Zones
S01012967,Crosshouse and Lindsayfield - 05,Data Zones
S01012965,Crosshouse and Lindsayfield - 03,Data Zones
S01012800,Bothwell South - 03,Data Zones
S01012801,Bothwell South - 04,Data Zones
S01012798,Bothwell South - 01,Data Zones
S01012799,Bothwell South - 02,Data Zones
S01012804,Bothwell North - 02,Data Zones
S01012805,Bothwell North - 03,Data Zones
S01012802,Bothwell South - 05,Data Zones
S01012803,Bothwell North - 01,Data Zones
S01012793,Whitehill - 01,Data Zones
S01012794,Whitehill - 02,Data Zones
S01012791,Burnbank South and Chantinghall - 04,Data Zones
S01012792,Burnbank South and Chantinghall - 05,Data Zones
S01012796,Whitehill - 04,Data Zones
S01012797,Whitehill - 05,Data Zones
S01012795,Whitehill - 03,Data Zones
S01012815,"Halfway, Hallside and Drumsagard - 02",Data Zones
S01012816,"Halfway, Hallside and Drumsagard - 03",Data Zones
S01012813,Uddingston and Gardenside - 07,Data Zones
S01012814,"Halfway, Hallside and Drumsagard - 01",Data Zones
S01012819,"Halfway, Hallside and Drumsagard - 06",Data Zones
S01012820,"Halfway, Hallside and Drumsagard - 07",Data Zones
S01012817,"Halfway, Hallside and Drumsagard - 04",Data Zones
S01012818,"Halfway, Hallside and Drumsagard - 05",Data Zones
S01012808,Uddingston and Gardenside - 02,Data Zones
S01012809,Uddingston and Gardenside - 03,Data Zones
S01012806,Bothwell North - 04,Data Zones
S01012807,Uddingston and Gardenside - 01,Data Zones
S01012811,Uddingston and Gardenside - 05,Data Zones
S01012812,Uddingston and Gardenside - 06,Data Zones
S01012810,Uddingston and Gardenside - 04,Data Zones
S01012770,Blantytre North and Coatshill - 01,Data Zones
S01012771,Blantytre North and Coatshill - 02,Data Zones
S01012768,Low Blantyre and Bardykes - 04,Data Zones
S01012769,Low Blantyre and Bardykes - 05,Data Zones
S01012774,Burnbank North - 01,Data Zones
S01012775,Burnbank North - 02,Data Zones
S01012772,Blantytre North and Coatshill - 03,Data Zones
S01012773,Blantytre North and Coatshill - 04,Data Zones
S01012763,Blantyre South and Wheatlands - 05,Data Zones
S01012764,Blantyre South and Wheatlands - 06,Data Zones
S01012761,Blantyre South and Wheatlands - 03,Data Zones
S01012762,Blantyre South and Wheatlands - 04,Data Zones
S01012766,Low Blantyre and Bardykes - 02,Data Zones
S01012767,Low Blantyre and Bardykes - 03,Data Zones
S01012765,Low Blantyre and Bardykes - 01,Data Zones
S01012786,Burnbank Central and Udston - 06,Data Zones
S01012787,Burnbank Central and Udston - 07,Data Zones
S01012784,Burnbank Central and Udston - 04,Data Zones
S01012785,Burnbank Central and Udston - 05,Data Zones
S01012789,Burnbank South and Chantinghall - 02,Data Zones
S01012790,Burnbank South and Chantinghall - 03,Data Zones
S01012788,Burnbank South and Chantinghall - 01,Data Zones
S01012778,Burnbank North - 05,Data Zones
S01012779,Burnbank North - 06,Data Zones
S01012776,Burnbank North - 03,Data Zones
S01012777,Burnbank North - 04,Data Zones
S01012781,Burnbank Central and Udston - 01,Data Zones
S01012782,Burnbank Central and Udston - 02,Data Zones
S01012780,Burnbank North - 07,Data Zones
S01012865,Burnhill and Bankhead North - 01,Data Zones
S01012866,Burnhill and Bankhead North - 02,Data Zones
S01012863,Shawfield and Clincarthill - 04,Data Zones
S01012864,Shawfield and Clincarthill - 05,Data Zones
S01012870,Bankhead South - 01,Data Zones
S01012871,Bankhead South - 02,Data Zones
S01012867,Burnhill and Bankhead North - 03,Data Zones
S01012868,Burnhill and Bankhead North - 04,Data Zones
S01012858,Farme Cross and Gallowflat North - 03,Data Zones
S01012859,Farme Cross and Gallowflat North - 04,Data Zones
S01012856,Farme Cross and Gallowflat North - 01,Data Zones
S01012857,Farme Cross and Gallowflat North - 02,Data Zones
S01012861,Shawfield and Clincarthill - 02,Data Zones
S01012862,Shawfield and Clincarthill - 03,Data Zones
S01012860,Shawfield and Clincarthill - 01,Data Zones
S01012881,High Crosshill - 04,Data Zones
S01012882,Burnside and Springhall - 01,Data Zones
S01012879,High Crosshill - 02,Data Zones
S01012880,High Crosshill - 03,Data Zones
S01012884,Burnside and Springhall - 03,Data Zones
S01012885,Burnside and Springhall - 04,Data Zones
S01012883,Burnside and Springhall - 02,Data Zones
S01012874,Spittal - 01,Data Zones
S01012875,Spittal - 02,Data Zones
S01012872,Bankhead South - 03,Data Zones
S01012873,Bankhead South - 04,Data Zones
S01012877,Spittal - 04,Data Zones
S01012878,High Crosshill - 01,Data Zones
S01012876,Spittal - 03,Data Zones
S01012834,Vicarland and Cairns - 05,Data Zones
S01012835,Vicarland and Cairns - 06,Data Zones
S01012830,Vicarland and Cairns - 01,Data Zones
S01012831,Vicarland and Cairns - 02,Data Zones
S01012840,Whitlawburn and Greenlees - 05,Data Zones
S01012841,Whitlawburn and Greenlees - 06,Data Zones
S01012836,Whitlawburn and Greenlees - 01,Data Zones
S01012839,Whitlawburn and Greenlees - 04,Data Zones
S01012824,Westburn and Newton - 04,Data Zones
S01012825,Westburn and Newton - 05,Data Zones
S01012821,Westburn and Newton - 01,Data Zones
S01012823,Westburn and Newton - 03,Data Zones
S01012828,Westburn and Newton - 08,Data Zones
S01012829,Westburn and Newton - 09,Data Zones
S01012827,Westburn and Newton - 07,Data Zones
S01012851,"Burgh, Eastfield and Silverbank - 04",Data Zones
S01012852,"Burgh, Eastfield and Silverbank - 05",Data Zones
S01012849,"Burgh, Eastfield and Silverbank - 02",Data Zones
S01012850,"Burgh, Eastfield and Silverbank - 03",Data Zones
S01012854,"Burgh, Eastfield and Silverbank - 07",Data Zones
S01012855,"Burgh, Eastfield and Silverbank - 08",Data Zones
S01012853,"Burgh, Eastfield and Silverbank - 06",Data Zones
S01012844,Cambuslang Central - 02,Data Zones
S01012845,Cambuslang Central - 03,Data Zones
S01012842,Whitlawburn and Greenlees - 07,Data Zones
S01012843,Cambuslang Central - 01,Data Zones
S01012847,Cambuslang Central - 05,Data Zones
S01012848,"Burgh, Eastfield and Silverbank - 01",Data Zones
S01012846,Cambuslang Central - 04,Data Zones
S01012185,Renfrew North - 04,Data Zones
S01012186,Renfrew North - 05,Data Zones
S01012183,Renfrew North - 02,Data Zones
S01012184,Renfrew North - 03,Data Zones
S01012189,Erskine East and Inchinnan - 02,Data Zones
S01012190,Erskine East and Inchinnan - 03,Data Zones
S01012187,Renfrew North - 06,Data Zones
S01012188,Erskine East and Inchinnan - 01,Data Zones
S01012178,Renfrew East - 05,Data Zones
S01012179,Renfrew East - 06,Data Zones
S01012175,Renfrew East - 02,Data Zones
S01012176,Renfrew East - 03,Data Zones
S01012181,Renfrew East - 08,Data Zones
S01012182,Renfrew North - 01,Data Zones
S01012180,Renfrew East - 07,Data Zones
S01012200,Erskine Central - 04,Data Zones
S01012201,Erskine Central - 05,Data Zones
S01012198,Erskine Central - 02,Data Zones
S01012199,Erskine Central - 03,Data Zones
S01012204,Erskine West - 01,Data Zones
S01012205,Erskine West - 02,Data Zones
S01012202,Erskine Central - 06,Data Zones
S01012203,Erskine Central - 07,Data Zones
S01012193,Erskine East and Inchinnan - 06,Data Zones
S01012194,Erskine East and Inchinnan - 07,Data Zones
S01012191,Erskine East and Inchinnan - 04,Data Zones
S01012192,Erskine East and Inchinnan - 05,Data Zones
S01012196,Erskine East and Inchinnan - 09,Data Zones
S01012197,Erskine Central - 01,Data Zones
S01012195,Erskine East and Inchinnan - 08,Data Zones
S01012153,Paisley North - 01,Data Zones
S01012154,Paisley North - 02,Data Zones
S01012151,Paisley Gallowhill and Hillington - 06,Data Zones
S01012152,Paisley Gallowhill and Hillington - 07,Data Zones
S01012158,Paisley North - 06,Data Zones
S01012159,Renfrew West - 01,Data Zones
S01012155,Paisley North - 03,Data Zones
S01012157,Paisley North - 05,Data Zones
S01012146,Paisley Gallowhill and Hillington - 01,Data Zones
S01012147,Paisley Gallowhill and Hillington - 02,Data Zones
S01012144,Paisley Ralston - 04,Data Zones
S01012145,Paisley Ralston - 05,Data Zones
S01012149,Paisley Gallowhill and Hillington - 04,Data Zones
S01012150,Paisley Gallowhill and Hillington - 05,Data Zones
S01012148,Paisley Gallowhill and Hillington - 03,Data Zones
S01012170,Renfrew South - 03,Data Zones
S01012171,Renfrew South - 04,Data Zones
S01012168,Renfrew South - 01,Data Zones
S01012169,Renfrew South - 02,Data Zones
S01012173,Renfrew South - 06,Data Zones
S01012174,Renfrew East - 01,Data Zones
S01012172,Renfrew South - 05,Data Zones
S01012163,Renfrew West - 05,Data Zones
S01012164,Renfrew West - 06,Data Zones
S01012160,Renfrew West - 02,Data Zones
S01012162,Renfrew West - 04,Data Zones
S01012166,Renfrew West - 08,Data Zones
S01012167,Renfrew West - 09,Data Zones
S01012165,Renfrew West - 07,Data Zones
S01012247,Eddleston and Area,Data Zones
S01012248,Stobo - Blyth Bridge - Skirling,Data Zones
S01012245,West Linton - Lower,Data Zones
S01012246,West Linton - Upper,Data Zones
S01012251,Peebles - N - Connor St,Data Zones
S01012252,Peebles North - Dalatho,Data Zones
S01012249,Broughton and Upper Tweed,Data Zones
S01012250,Glentress and Manor Valley,Data Zones
S01012240,Bridge of Weir - 04,Data Zones
S01012241,Bridge of Weir - 05,Data Zones
S01012238,Bridge of Weir - 02,Data Zones
S01012239,Bridge of Weir - 03,Data Zones
S01012243,Bridge of Weir - 07,Data Zones
S01012244,Carlops Romannobridge,Data Zones
S01012242,Bridge of Weir - 06,Data Zones
S01012262,Tweeddale East Landward,Data Zones
S01012263,Walkerburn,Data Zones
S01012260,Peebles - S - Victoria Park,Data Zones
S01012261,Cardrona,Data Zones
S01012267,Innerleithen - West,Data Zones
S01012268,Earlston and Melrose Landward,Data Zones
S01012264,Innerleithen - North,Data Zones
S01012266,Innerleithen - South,Data Zones
S01012255,Peebles - N - Eastgate,Data Zones
S01012256,Peebles - S - Calvalry Park,Data Zones
S01012253,Peebles - N - Cuddyside,Data Zones
S01012254,Peebles - N - March St,Data Zones
S01012258,Peebles - S - Edderston Rd,Data Zones
S01012259,Peebles - S - Caledonian-Springhill,Data Zones
S01012257,Peebles - S - Gallow Hill,Data Zones
S01012215,Bishopton - 05,Data Zones
S01012216,Bishopton - 06,Data Zones
S01012213,Bishopton - 03,Data Zones
S01012214,Bishopton - 04,Data Zones
S01012221,Linwood South - 05,Data Zones
S01012222,Linwood South - 06,Data Zones
S01012219,Linwood South - 03,Data Zones
S01012220,Linwood South - 04,Data Zones
S01012208,Erskine West - 05,Data Zones
S01012209,Erskine West - 06,Data Zones
S01012206,Erskine West - 03,Data Zones
S01012207,Erskine West - 04,Data Zones
S01012211,Bishopton - 01,Data Zones
S01012212,Bishopton - 02,Data Zones
S01012210,Erskine West - 07,Data Zones
S01012233,Houston North - 01,Data Zones
S01012234,Houston North - 02,Data Zones
S01012231,Houston South - 03,Data Zones
S01012232,Houston South - 04,Data Zones
S01012236,Houston North - 04,Data Zones
S01012237,Bridge of Weir - 01,Data Zones
S01012235,Houston North - 03,Data Zones
S01012225,Linwood North - 03,Data Zones
S01012226,Linwood North - 04,Data Zones
S01012223,Linwood North - 01,Data Zones
S01012224,Linwood North - 02,Data Zones
S01012229,Houston South - 01,Data Zones
S01012230,Houston South - 02,Data Zones
S01012227,Linwood North - 05,Data Zones
S01012057,Elderslie and Phoenix - 01,Data Zones
S01012058,Elderslie and Phoenix - 02,Data Zones
S01012055,Johnstone South East - 04,Data Zones
S01012056,Johnstone South East - 05,Data Zones
S01012061,Elderslie and Phoenix - 05,Data Zones
S01012062,Elderslie and Phoenix - 06,Data Zones
S01012059,Elderslie and Phoenix - 03,Data Zones
S01012060,Elderslie and Phoenix - 04,Data Zones
S01012050,Johnstone North East - 04,Data Zones
S01012051,Johnstone North East - 05,Data Zones
S01012048,Johnstone North East - 02,Data Zones
S01012049,Johnstone North East - 03,Data Zones
S01012053,Johnstone South East - 02,Data Zones
S01012054,Johnstone South East - 03,Data Zones
S01012052,Johnstone South East - 01,Data Zones
S01012076,Paisley West - 03,Data Zones
S01012077,Paisley West - 04,Data Zones
S01012074,Paisley West - 01,Data Zones
S01012075,Paisley West - 02,Data Zones
S01012081,Paisley Foxbar - 01,Data Zones
S01012082,Paisley Foxbar - 02,Data Zones
S01012078,Paisley West - 05,Data Zones
S01012079,Paisley West - 06,Data Zones
S01012069,Paisley Ferguslie - 07,Data Zones
S01012070,Paisley North West - 01,Data Zones
S01012063,Paisley Ferguslie - 01,Data Zones
S01012066,Paisley Ferguslie - 04,Data Zones
S01012072,Paisley North West - 03,Data Zones
S01012073,Paisley North West - 04,Data Zones
S01012071,Paisley North West - 02,Data Zones
S01012027,Renfrewshire Rural South and Howwood - 05,Data Zones
S01012028,Renfrewshire Rural North and Langbank - 01,Data Zones
S01012025,Renfrewshire Rural South and Howwood - 03,Data Zones
S01012026,Renfrewshire Rural South and Howwood - 04,Data Zones
S01012031,Renfrewshire Rural North and Langbank - 04,Data Zones
S01012032,Renfrewshire Rural North and Langbank - 05,Data Zones
S01012029,Renfrewshire Rural North and Langbank - 02,Data Zones
S01012030,Renfrewshire Rural North and Langbank - 03,Data Zones
S01012020,Lochwinnoch - 02,Data Zones
S01012021,Lochwinnoch - 03,Data Zones
S01012018,Rannoch and Aberfeldy - 06,Data Zones
S01012019,Lochwinnoch - 01,Data Zones
S01012023,Renfrewshire Rural South and Howwood - 01,Data Zones
S01012024,Renfrewshire Rural South and Howwood - 02,Data Zones
S01012022,Lochwinnoch - 04,Data Zones
S01012043,Johnstone North West - 01,Data Zones
S01012044,Johnstone North West - 02,Data Zones
S01012041,Johnstone South West - 05,Data Zones
S01012042,Johnstone South West - 06,Data Zones
S01012046,Johnstone North West - 04,Data Zones
S01012047,Johnstone North East - 01,Data Zones
S01012045,Johnstone North West - 03,Data Zones
S01012035,Kilbarchan - 03,Data Zones
S01012036,Kilbarchan - 04,Data Zones
S01012033,Kilbarchan - 01,Data Zones
S01012034,Kilbarchan - 02,Data Zones
S01012039,Johnstone South West - 03,Data Zones
S01012040,Johnstone South West - 04,Data Zones
S01012037,Johnstone South West - 01,Data Zones
S01012123,Paisley East - 04,Data Zones
S01012124,Paisley East - 05,Data Zones
S01012121,Paisley East - 02,Data Zones
S01012122,Paisley East - 03,Data Zones
S01012127,Paisley Central - 02,Data Zones
S01012128,Paisley Central - 03,Data Zones
S01012125,Paisley East - 06,Data Zones
S01012126,Paisley Central - 01,Data Zones
S01012116,Paisley Dykebar - 02,Data Zones
S01012117,Paisley Dykebar - 03,Data Zones
S01012114,Paisley South East - 07,Data Zones
S01012115,Paisley Dykebar - 01,Data Zones
S01012119,Paisley Dykebar - 05,Data Zones
S01012120,Paisley East - 01,Data Zones
S01012118,Paisley Dykebar - 04,Data Zones
S01012138,Paisley North East - 05,Data Zones
S01012139,Paisley North East - 06,Data Zones
S01012136,Paisley North East - 03,Data Zones
S01012137,Paisley North East - 04,Data Zones
S01012142,Paisley Ralston - 02,Data Zones
S01012143,Paisley Ralston - 03,Data Zones
S01012140,Paisley North East - 07,Data Zones
S01012141,Paisley Ralston - 01,Data Zones
S01012131,Paisley Central - 06,Data Zones
S01012132,Paisley Central - 07,Data Zones
S01012129,Paisley Central - 04,Data Zones
S01012130,Paisley Central - 05,Data Zones
S01012134,Paisley North East - 01,Data Zones
S01012135,Paisley North East - 02,Data Zones
S01012133,Paisley Central - 08,Data Zones
S01012093,Paisley South West - 06,Data Zones
S01012094,Paisley South West - 07,Data Zones
S01012091,Paisley South West - 04,Data Zones
